sniffing_name, start_time, last_step_time, actual_time, duration_bt_start, duration_bt_step, nb_iters
Sniffeur,2025-04-27 14:00:12.890995,2025-04-27 14:00:15.028143,2025-04-27 14:00:15.028143,0:00:02.137148,0:00:00.003005, 47350
Sniffeur,2025-04-27 14:00:12.890995,2025-04-27 14:00:15.031245,2025-04-27 14:00:15.031245,0:00:02.140250,0:00:00.003102, 47400
Sniffeur,2025-04-27 14:00:12.890995,2025-04-27 14:00:15.031245,2025-04-27 14:00:15.031245,0:00:02.140250,0:00:00, 47450
Sniffeur,2025-04-27 14:00:12.890995,2025-04-27 14:00:15.038398,2025-04-27 14:00:15.038398,0:00:02.147403,0:00:00.007153, 47500
Sniffeur,2025-04-27 14:00:12.890995,2025-04-27 14:00:15.040407,2025-04-27 14:00:15.040407,0:00:02.149412,0:00:00.002009, 47550
Sniffeur,2025-04-27 14:00:12.890995,2025-04-27 14:00:15.042074,2025-04-27 14:00:15.042074,0:00:02.151079,0:00:00.001667, 47600
Sniffeur,2025-04-27 14:00:12.890995,2025-04-27 14:00:15.042074,2025-04-27 14:00:15.042074,0:00:02.151079,0:00:00, 47650
Sniffeur,2025-04-27 14:00:12.890995,2025-04-27 14:00:15.049141,2025-04-27 14:00:15.049141,0:00:02.158146,0:00:00.007067, 47700
Sniffeur,2025-04-27 14:00:12.890995,2025-04-27 14:00:15.052190,2025-04-27 14:00:15.052190,0:00:02.161195,0:00:00.003049, 47750
Sniffeur,2025-04-27 14:00:12.890995,2025-04-27 14:00:15.055561,2025-04-27 14:00:15.055561,0:00:02.164566,0:00:00.003371, 47800
Sniffeur,2025-04-27 14:00:12.890995,2025-04-27 14:00:15.057595,2025-04-27 14:00:15.057595,0:00:02.166600,0:00:00.002034, 47850
Sniffeur,2025-04-27 14:00:12.890995,2025-04-27 14:00:15.061016,2025-04-27 14:00:15.061016,0:00:02.170021,0:00:00.003421, 47900
Sniffeur,2025-04-27 14:00:12.890995,2025-04-27 14:00:15.063011,2025-04-27 14:00:15.063011,0:00:02.172016,0:00:00.001995, 47950
Sniffeur,2025-04-27 14:00:12.890995,2025-04-27 14:00:15.065111,2025-04-27 14:00:15.065111,0:00:02.174116,0:00:00.002100, 48000
Sniffeur,2025-04-27 14:00:12.890995,2025-04-27 14:00:15.071584,2025-04-27 14:00:15.071584,0:00:02.180589,0:00:00.006473, 48050
Sniffeur,2025-04-27 14:00:12.890995,2025-04-27 14:00:15.073596,2025-04-27 14:00:15.073596,0:00:02.182601,0:00:00.002012, 48100
Sniffeur,2025-04-27 14:00:12.890995,2025-04-27 14:00:15.076716,2025-04-27 14:00:15.076716,0:00:02.185721,0:00:00.003120, 48150
Sniffeur,2025-04-27 14:00:12.890995,2025-04-27 14:00:15.078697,2025-04-27 14:00:15.078697,0:00:02.187702,0:00:00.001981, 48200
Sniffeur,2025-04-27 14:00:12.890995,2025-04-27 14:00:15.081367,2025-04-27 14:00:15.081367,0:00:02.190372,0:00:00.002670, 48250
Sniffeur,2025-04-27 14:00:12.890995,2025-04-27 14:00:15.081367,2025-04-27 14:00:15.081367,0:00:02.190372,0:00:00, 48300
Sniffeur,2025-04-27 14:00:12.890995,2025-04-27 14:00:15.088779,2025-04-27 14:00:15.088779,0:00:02.197784,0:00:00.007412, 48350
Sniffeur,2025-04-27 14:00:12.890995,2025-04-27 14:00:15.091790,2025-04-27 14:00:15.091790,0:00:02.200795,0:00:00.003011, 48400
Sniffeur,2025-04-27 14:00:12.890995,2025-04-27 14:00:15.095681,2025-04-27 14:00:15.095681,0:00:02.204686,0:00:00.003891, 48450
Sniffeur,2025-04-27 14:00:12.890995,2025-04-27 14:00:15.098201,2025-04-27 14:00:15.098201,0:00:02.207206,0:00:00.002520, 48500
Sniffeur,2025-04-27 14:00:12.890995,2025-04-27 14:00:15.103888,2025-04-27 14:00:15.103888,0:00:02.212893,0:00:00.005687, 48550
Sniffeur,2025-04-27 14:00:12.890995,2025-04-27 14:00:15.105907,2025-04-27 14:00:15.105907,0:00:02.214912,0:00:00.002019, 48600
Sniffeur,2025-04-27 14:00:12.890995,2025-04-27 14:00:15.108710,2025-04-27 14:00:15.108710,0:00:02.217715,0:00:00.002803, 48650
Sniffeur,2025-04-27 14:00:12.890995,2025-04-27 14:00:15.111717,2025-04-27 14:00:15.111717,0:00:02.220722,0:00:00.003007, 48700
Sniffeur,2025-04-27 14:00:12.890995,2025-04-27 14:00:15.114663,2025-04-27 14:00:15.114663,0:00:02.223668,0:00:00.002946, 48750
Sniffeur,2025-04-27 14:00:12.890995,2025-04-27 14:00:15.118514,2025-04-27 14:00:15.118514,0:00:02.227519,0:00:00.003851, 48800
Sniffeur,2025-04-27 14:00:12.890995,2025-04-27 14:00:15.121633,2025-04-27 14:00:15.121633,0:00:02.230638,0:00:00.003119, 48850
Sniffeur,2025-04-27 14:00:12.890995,2025-04-27 14:00:15.123612,2025-04-27 14:00:15.123612,0:00:02.232617,0:00:00.001979, 48900
Sniffeur,2025-04-27 14:00:12.890995,2025-04-27 14:00:15.124942,2025-04-27 14:00:15.124942,0:00:02.233947,0:00:00.001330, 48950
Sniffeur,2025-04-27 14:00:12.890995,2025-04-27 14:00:15.124942,2025-04-27 14:00:15.124942,0:00:02.233947,0:00:00, 49000
Sniffeur,2025-04-27 14:00:12.890995,2025-04-27 14:00:15.131585,2025-04-27 14:00:15.131585,0:00:02.240590,0:00:00.006643, 49050
Sniffeur,2025-04-27 14:00:12.890995,2025-04-27 14:00:15.136218,2025-04-27 14:00:15.136218,0:00:02.245223,0:00:00.004633, 49100
Sniffeur,2025-04-27 14:00:12.890995,2025-04-27 14:00:15.139212,2025-04-27 14:00:15.139212,0:00:02.248217,0:00:00.002994, 49150
Sniffeur,2025-04-27 14:00:12.890995,2025-04-27 14:00:15.142206,2025-04-27 14:00:15.142206,0:00:02.251211,0:00:00.002994, 49200
Sniffeur,2025-04-27 14:00:12.890995,2025-04-27 14:00:15.144191,2025-04-27 14:00:15.144191,0:00:02.253196,0:00:00.001985, 49250
Sniffeur,2025-04-27 14:00:12.890995,2025-04-27 14:00:15.147211,2025-04-27 14:00:15.147211,0:00:02.256216,0:00:00.003020, 49300
Sniffeur,2025-04-27 14:00:12.890995,2025-04-27 14:00:15.148264,2025-04-27 14:00:15.148264,0:00:02.257269,0:00:00.001053, 49350
