BacktestId,HistoricalStartTimestamp,HistoricalEndTimestamp,Symbol,StrategyName,StrategyType,StrategyParams,InitialMoney,OperationalTimestamp
0,1511776434000,1511826483000,BTCUSDT,,StrategyType.DUMB,{'level': 9345.0, 'asset_qty': 0.001, 'leverage': 1.0, 'tp_pct': 0.01, 'sl_pct': 0.005},1000,2025-06-18 19:17:32.562652
