BackTest_ID,StrategyName,GridPrctIntervall,GridNbOrder,OrderQty,OrderLeverage,OrderTakeProfit,OrderStopLoss,OrderJustif,OrderState
1,DumbStrat,0.01,1,0.001,1,0.01,0.005,init,open
