BacktestId,TradingSessionType,HistoricalStartTimestamp,HistoricalEndTimestamp,Symbol,StrategyName,StrategyType,InitialMoney,OperationalStartTimestamp
0,BACKTEST,1511776434000,1511826483000,BTCUSDT,,StrategyType.DUMB,1000,2025-09-29 21:00:53.692897
